2490	1	3	20140102	705
2561	0	3	20140102	1216
2592	1	3	20140102	1417
2639	0	3	20140102	1748
2640	0	3	20140102	1748
2529	0	5	20140102	1158
2571	1	5	20140102	1344
2638	0	5	20140102	1747
2497	1	7	20140102	717
2544	0	7	20140102	1207
2581	1	7	20140102	1358
2629	0	7	20140102	1744
2507	1	9	20140102	800
2470	1	10	20140102	638
2577	1	10	20140102	1355
2619	0	10	20140102	1737
2491	1	13	20140102	705
2520	0	13	20140102	1113
2472	1	14	20140102	646
2492	1	16	20140102	705
2563	0	16	20140102	1225
2479	1	20	20140102	655
2547	0	20	20140102	1208
2560	1	23	20140102	1216
2475	1	26	20140102	650
2508	0	26	20140102	807
2512	1	26	20140102	855
2526	0	26	20140102	1155
2585	1	26	20140102	1405
2609	0	26	20140102	1626
2548	0	27	20140102	1208
2586	1	27	20140102	1406
2621	0	27	20140102	1740
2488	1	29	20140102	701
2530	0	29	20140102	1159
2601	1	29	20140102	1434
2467	1	31	20140102	633
2525	0	31	20140102	1154
2569	1	31	20140102	1341
2644	0	31	20140102	1755
2645	0	31	20140102	1755
2496	1	32	20140102	712
2632	0	32	20140102	1746
2504	0	33	20140102	752
2517	1	33	20140102	948
2541	0	33	20140102	1205
2588	1	33	20140102	1412
2637	0	33	20140102	1747
2493	1	34	20140102	707
2553	0	34	20140102	1209
2575	1	34	20140102	1349
2651	0	34	20140102	1826
2558	0	35	20140102	1213
2587	1	35	20140102	1409
2634	0	35	20140102	1746
2487	1	36	20140102	701
2550	0	36	20140102	1209
2551	0	36	20140102	1209
2593	1	36	20140102	1423
2636	0	36	20140102	1747
2473	1	37	20140102	646
2605	1	37	20140102	1449
2648	0	37	20140102	1806
2495	1	41	20140102	711
2591	1	41	20140102	1415
2514	0	43	20140102	918
2519	1	43	20140102	1043
2502	1	46	20140102	742
2552	0	46	20140102	1209
2506	1	48	20140102	758
2650	0	48	20140102	1809
2556	1	56	20140102	1212
2611	0	56	20140102	1649
2599	0	68	20140102	1432
2509	1	72	20140102	813
2598	1	72	20140102	1430
2633	0	72	20140102	1746
2471	1	74	20140102	643
2624	0	74	20140102	1741
2523	0	100	20140102	1136
2576	1	100	20140102	1354
2610	0	100	20140102	1636
2503	1	136	20140102	749
2562	0	136	20140102	1223
2510	1	146	20140102	829
2535	0	146	20140102	1202
2513	1	187	20140102	906
2652	0	203	20140102	2131
2557	0	214	20140102	1213
2498	1	219	20140102	717
2565	0	219	20140102	1241
2597	1	219	20140102	1427
2617	0	219	20140102	1733
2486	1	222	20140102	700
2531	0	222	20140102	1200
2574	1	222	20140102	1348
2534	0	224	20140102	1201
2590	1	224	20140102	1414
2647	0	224	20140102	1801
2606	1	226	20140102	1519
2608	0	226	20140102	1609
2484	1	234	20140102	659
2524	0	234	20140102	1138
2483	1	245	20140102	658
2566	0	245	20140102	1326
2564	0	247	20140102	1235
2604	1	247	20140102	1440
2643	0	247	20140102	1754
2485	1	251	20140102	700
2542	0	251	20140102	1206
2614	1	251	20140102	1712
2618	0	251	20140102	1734
2482	1	252	20140102	658
2539	0	252	20140102	1203
2511	1	253	20140102	847
2518	0	253	20140102	949
2573	1	253	20140102	1346
2623	0	253	20140102	1741
2481	1	258	20140102	657
2559	0	258	20140102	1214
2578	1	258	20140102	1356
2477	1	265	20140102	652
2478	1	273	20140102	654
2540	0	273	20140102	1205
2579	1	273	20140102	1357
2620	0	273	20140102	1738
2505	1	275	20140102	758
2554	0	275	20140102	1210
2545	0	277	20140102	1207
2546	0	277	20140102	1208
2595	1	277	20140102	1425
2635	0	277	20140102	1746
2464	0	281	20140102	612
2653	1	281	20140102	2226
2466	1	282	20140102	627
2631	0	282	20140102	1745
2572	1	283	20140102	1345
2642	0	283	20140102	1752
2469	1	286	20140102	636
2646	0	287	20140102	1758
2515	1	288	20140102	925
2516	0	288	20140102	943
2612	1	288	20140102	1658
2613	0	288	20140102	1705
2522	1	292	20140102	1134
2533	0	292	20140102	1201
2567	1	292	20140102	1327
2580	0	292	20140102	1357
2499	1	295	20140102	718
2649	0	295	20140102	1807
2465	1	296	20140102	617
2537	0	296	20140102	1202
2570	1	296	20140102	1344
2622	0	296	20140102	1740
2549	0	298	20140102	1209
2627	0	298	20140102	1744
2602	0	299	20140102	1434
2501	1	302	20140102	733
2582	0	302	20140102	1402
2589	1	302	20140102	1414
2616	0	302	20140102	1721
2596	0	303	20140102	1427
2543	0	304	20140102	1207
2594	1	304	20140102	1425
2630	0	304	20140102	1745
2476	1	305	20140102	651
2536	0	305	20140102	1202
2500	1	307	20140102	729
2521	0	307	20140102	1123
2607	0	307	20140102	1526
2489	1	308	20140102	704
2555	0	308	20140102	1211
2584	1	308	20140102	1403
2628	0	308	20140102	1744
2528	0	309	20140102	1158
2538	0	313	20140102	1202
2600	1	313	20140102	1433
2625	0	313	20140102	1742
2626	0	313	20140102	1742
2494	1	315	20140102	709
2527	0	315	20140102	1156
2568	1	315	20140102	1337
2474	1	316	20140102	649
2532	0	316	20140102	1200
2603	1	316	20140102	1437
2615	0	316	20140102	1720
2480	1	319	20140102	656
2583	1	319	20140102	1402
2468	1	322	20140102	634
2641	0	322	20140102	1748
